,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed
22659,1,8 - 10 years,8 - 10 years,College degree,Non-binary,Unidentified,bad payed
22660,2,11 - 20 years,8 - 10 years,PhD,Man,Technology & Science,very well payed
22661,4,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,very well payed
22662,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22664,1,2 - 4 years,1 year or less,College degree,Woman,Non profit Organization,bad payed
22666,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,bad payed
22667,1,11 - 20 years,5-7 years,College degree,Woman,Non profit Organization,well payed
22668,4,21 - 30 years,21 - 30 years,PhD,Woman,Technology & Science,very well payed
22669,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,very well payed
22670,0,8 - 10 years,5-7 years,Master's degree,Woman,Education,well payed
22671,3,5-7 years,5-7 years,College degree,Woman,Technology & Science,well payed
22672,0,11 - 20 years,11 - 20 years,Master's degree,Man,Health,well payed
22673,2,2 - 4 years,2 - 4 years,College degree,Man,Industry,well payed
22674,4,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
22676,0,5-7 years,2 - 4 years,Master's degree,Woman,Advertising,well payed
22677,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Health,bad payed
22678,3,5-7 years,5-7 years,PhD,Woman,Technology & Science,well payed
22679,0,21 - 30 years,21 - 30 years,College degree,Man,Education,well payed
22681,1,5-7 years,5-7 years,Some college,Woman,Industry,bad payed
22682,0,21 - 30 years,21 - 30 years,College degree,Man,Education,well payed
22683,4,21 - 30 years,8 - 10 years,College degree,Woman,Industry,very well payed
22684,0,11 - 20 years,11 - 20 years,High School,Woman,Health,well payed
22685,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22686,4,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
22687,3,11 - 20 years,11 - 20 years,Some college,Woman,Technology & Science,well payed
22688,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,well payed
22689,4,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed
22690,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,very well payed
22691,1,21 - 30 years,5-7 years,College degree,Woman,Law,bad payed
22692,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Public & Government,very well payed
22693,0,5-7 years,5-7 years,Master's degree,Non-binary,Technology & Science,well payed
22694,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,very well payed
22695,3,11 - 20 years,8 - 10 years,College degree,Woman,Health,well payed
22696,2,8 - 10 years,5-7 years,College degree,Man,Unidentified,well payed
22698,0,5-7 years,5-7 years,Master's degree,Man,Industry,well payed
22699,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Public & Government,well payed
22700,4,8 - 10 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed
22701,4,11 - 20 years,2 - 4 years,PhD,Woman,Banking & Insurance,very well payed
22702,0,11 - 20 years,11 - 20 years,Some college,Woman,Unidentified,well payed
22703,1,5-7 years,2 - 4 years,College degree,Woman,Health,bad payed
22704,2,5-7 years,5-7 years,College degree,Man,Industry,well payed
22706,0,8 - 10 years,5-7 years,Master's degree,Woman,Technology & Science,well payed
22707,3,5-7 years,5-7 years,College degree,Woman,Unidentified,well payed
22708,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,very well payed
22709,2,8 - 10 years,8 - 10 years,College degree,Man,Banking & Insurance,very well payed
22710,2,2 - 4 years,2 - 4 years,College degree,Man,Industry,well payed
22711,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22712,1,5-7 years,5-7 years,College degree,Man,Non profit Organization,well payed
22713,0,8 - 10 years,5-7 years,Master's degree,Man,Banking & Insurance,well payed
22714,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,bad payed
22715,3,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
22716,0,8 - 10 years,5-7 years,Master's degree,Woman,Banking & Insurance,well payed
22717,3,5-7 years,2 - 4 years,College degree,Woman,Health,well payed
22718,1,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,well payed
22719,1,5-7 years,2 - 4 years,Some college,Woman,Other,bad payed
22720,4,11 - 20 years,11 - 20 years,College degree,Woman,Industry,very well payed
22721,2,11 - 20 years,11 - 20 years,High School,Man,Technology & Science,very well payed
22724,3,5-7 years,1 year or less,College degree,Non-binary,Public & Government,well payed
22725,0,1 year or less,1 year or less,Master's degree,Woman,Industry,well payed
22726,4,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed
22727,0,8 - 10 years,8 - 10 years,PhD,Woman,Education,well payed
22728,2,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed
22729,2,11 - 20 years,8 - 10 years,Some college,Man,Technology & Science,very well payed
22730,2,8 - 10 years,2 - 4 years,PhD,Man,Technology & Science,well payed
22731,2,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,very well payed
22732,1,8 - 10 years,5-7 years,Some college,Man,Consulting,bad payed
22733,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed
22734,0,11 - 20 years,11 - 20 years,Some college,Woman,Unidentified,well payed
22735,2,2 - 4 years,2 - 4 years,Master's degree,Man,Technology & Science,very well payed
22736,4,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,very well payed
22737,0,11 - 20 years,5-7 years,Master's degree,Non-binary,Banking & Insurance,very bad payed 
22738,2,11 - 20 years,2 - 4 years,College degree,Man,Technology & Science,very well payed
22739,0,31 - 40 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,well payed
22740,1,5-7 years,5-7 years,PhD,Woman,Non profit Organization,bad payed
22741,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,well payed
22742,2,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,very well payed
22743,0,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed
22744,1,5-7 years,2 - 4 years,College degree,Woman,Advertising,bad payed
22747,3,8 - 10 years,8 - 10 years,College degree,Woman,Unidentified,well payed
22748,4,8 - 10 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed
22749,2,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,very well payed
22751,3,2 - 4 years,2 - 4 years,College degree,Woman,Health,well payed
22752,3,21 - 30 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed
22753,4,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,very well payed
22754,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,well payed
22755,0,5-7 years,2 - 4 years,Some college,Man,Education,bad payed
22756,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed
22757,0,5-7 years,1 year or less,Master's degree,Woman,Public & Government,bad payed
22758,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed
22759,1,5-7 years,5-7 years,College degree,Woman,Education,bad payed
22761,0,11 - 20 years,2 - 4 years,Master's degree,Man,Industry,well payed
22762,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22763,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Non profit Organization,well payed
22764,0,1 year or less,1 year or less,Master's degree,Woman,Education,well payed
22765,1,11 - 20 years,2 - 4 years,Some college,Woman,Public & Government,bad payed
22766,3,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed
22767,3,21 - 30 years,21 - 30 years,College degree,Woman,Industry,well payed
22768,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22769,2,8 - 10 years,5-7 years,Some college,Man,Technology & Science,very well payed
22770,2,5-7 years,5-7 years,College degree,Man,Unidentified,well payed
22771,1,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,bad payed
22772,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed
22773,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22774,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,very well payed
22775,3,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed
22777,0,5-7 years,2 - 4 years,Master's degree,Woman,Law,well payed
22778,2,8 - 10 years,2 - 4 years,College degree,Man,Technology & Science,very well payed
22779,0,11 - 20 years,5-7 years,Master's degree,Woman,Public & Government,well payed
22780,1,21 - 30 years,8 - 10 years,College degree,Woman,Culture,bad payed
22781,2,5-7 years,5-7 years,High School,Man,Technology & Science,bad payed
22782,1,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed
22783,2,11 - 20 years,8 - 10 years,Master's degree,Man,Technology & Science,very well payed
22784,4,8 - 10 years,5-7 years,College degree,Woman,Advertising,very well payed
22785,2,11 - 20 years,8 - 10 years,PhD,Man,Technology & Science,very well payed
22786,2,1 year or less,1 year or less,PhD,Man,Consulting,very well payed
22787,1,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
22788,1,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,well payed
22790,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,well payed
22792,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,well payed
22793,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Unidentified,bad payed
22796,2,31 - 40 years,31 - 40 years,Some college,Man,Technology & Science,very well payed
22797,2,8 - 10 years,5-7 years,College degree,Man,Technology & Science,very well payed
22798,2,8 - 10 years,5-7 years,College degree,Man,Technology & Science,very well payed
22799,2,11 - 20 years,11 - 20 years,College degree,Non-binary,Unidentified,very well payed
22800,0,5-7 years,5-7 years,Master's degree,Woman,Education,well payed
22801,3,8 - 10 years,2 - 4 years,College degree,Woman,Advertising,well payed
22802,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Unidentified,bad payed
22803,4,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed
22804,2,31 - 40 years,21 - 30 years,College degree,Man,Banking & Insurance,well payed
22805,2,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed
22806,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed
22808,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed
22809,2,2 - 4 years,2 - 4 years,College degree,Man,Unidentified,well payed
22810,3,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed
22811,2,11 - 20 years,8 - 10 years,Master's degree,Man,Technology & Science,very well payed
22812,0,5-7 years,5-7 years,Master's degree,Woman,Consulting,very well payed
22813,2,5-7 years,2 - 4 years,College degree,Man,Technology & Science,very well payed
22814,4,21 - 30 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed
22815,0,31 - 40 years,11 - 20 years,Master's degree,Woman,Education,well payed
22816,2,5-7 years,5-7 years,Master's degree,Man,Technology & Science,very well payed
22817,1,2 - 4 years,1 year or less,College degree,Woman,Health,bad payed
22818,0,21 - 30 years,11 - 20 years,College degree,Woman,Education,well payed
22819,1,11 - 20 years,5-7 years,College degree,Woman,Non profit Organization,very well payed
22820,2,11 - 20 years,5-7 years,Master's degree,Man,Technology & Science,very well payed
22821,0,5-7 years,2 - 4 years,Master's degree,Prefer not to answer,Education,bad payed
22822,2,8 - 10 years,8 - 10 years,PhD,Man,Industry,very well payed
22823,4,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,very well payed
22824,0,31 - 40 years,31 - 40 years,Master's degree,Woman,Non profit Organization,well payed
22825,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed
22826,1,11 - 20 years,8 - 10 years,College degree,Woman,Law,bad payed
22828,0,11 - 20 years,2 - 4 years,Some college,Prefer not to answer,Other,very bad payed 
22829,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,well payed
22830,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed
22831,0,2 - 4 years,2 - 4 years,PhD,Woman,Health,well payed
22832,0,8 - 10 years,5-7 years,Master's degree,Man,Technology & Science,well payed
22833,2,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed
22834,1,21 - 30 years,11 - 20 years,PhD,Woman,Non profit Organization,bad payed
22835,3,11 - 20 years,11 - 20 years,College degree,Woman,Law,well payed
22836,2,11 - 20 years,8 - 10 years,Some college,Man,Technology & Science,very well payed
22837,1,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,bad payed
22838,1,21 - 30 years,21 - 30 years,Some college,Woman,Technology & Science,bad payed
22839,0,8 - 10 years,11 - 20 years,Master's degree,Woman,Industry,well payed
22840,4,1 year or less,1 year or less,PhD,Woman,Health,very well payed
22841,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Health,well payed
22842,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Consulting,very well payed
22843,1,8 - 10 years,8 - 10 years,College degree,Woman,Consulting,bad payed
22844,2,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
22845,2,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed
22846,0,11 - 20 years,5-7 years,Master's degree,Woman,Public & Government,well payed
22847,3,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
22848,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
22849,3,5-7 years,2 - 4 years,College degree,Woman,Health,well payed
22850,0,8 - 10 years,5-7 years,Master's degree,Woman,Health,well payed
22851,0,11 - 20 years,11 - 20 years,Master's degree,Prefer not to answer,Industry,very well payed
22852,2,5-7 years,5-7 years,Some college,Man,Technology & Science,very well payed
22853,2,2 - 4 years,2 - 4 years,College degree,Man,Industry,well payed
22854,0,21 - 30 years,11 - 20 years,Some college,Woman,Health,well payed
22855,0,11 - 20 years,11 - 20 years,College degree,Woman,Education,well payed
22856,0,8 - 10 years,2 - 4 years,Master's degree,Woman,Consulting,bad payed
22857,0,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed
22858,3,11 - 20 years,11 - 20 years,College degree,Woman,Health,well payed
22859,1,11 - 20 years,5-7 years,College degree,Woman,Public & Government,bad payed
22860,4,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
22861,0,21 - 30 years,8 - 10 years,Master's degree,Woman,Education,well payed
22862,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22863,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Health,well payed
22864,4,11 - 20 years,8 - 10 years,College degree,Woman,Consulting,very well payed
22865,0,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,well payed
22866,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,very well payed
22867,1,11 - 20 years,8 - 10 years,Some college,Woman,Banking & Insurance,bad payed
22868,0,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Health,well payed
22869,2,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed
22870,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22871,4,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed
22872,4,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed
22873,3,5-7 years,2 - 4 years,College degree,Woman,Unidentified,well payed
22874,4,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed
22875,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,very well payed
22876,1,11 - 20 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
22877,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,well payed
22878,0,2 - 4 years,2 - 4 years,Master's degree,Non-binary,Technology & Science,bad payed
22879,3,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
22880,3,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,well payed
22881,2,8 - 10 years,8 - 10 years,High School,Man,Technology & Science,very well payed
22882,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Advertising,very well payed
22883,1,2 - 4 years,1 year or less,College degree,Woman,Non profit Organization,bad payed
22884,1,5-7 years,5-7 years,College degree,Woman,Other,bad payed
22885,3,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
22886,2,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed
22887,0,21 - 30 years,11 - 20 years,College degree,Woman,Education,well payed
22888,4,11 - 20 years,5-7 years,PhD,Woman,Health,very well payed
22889,1,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,bad payed
22890,1,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,very bad payed 
22891,0,5-7 years,5-7 years,Master's degree,Woman,Industry,very well payed
22892,3,5-7 years,5-7 years,College degree,Woman,Health,well payed
22893,2,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
22894,4,11 - 20 years,11 - 20 years,College degree,Woman,Health,very well payed
22896,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Health,well payed
22897,0,11 - 20 years,11 - 20 years,Master's degree,Man,Industry,well payed
22898,2,11 - 20 years,5-7 years,Some college,Man,Industry,very well payed
22899,1,8 - 10 years,8 - 10 years,College degree,Woman,Health,bad payed
22900,2,11 - 20 years,5-7 years,College degree,Man,Unidentified,very well payed
22901,1,5-7 years,1 year or less,College degree,Woman,Industry,bad payed
22902,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22903,0,8 - 10 years,2 - 4 years,Master's degree,Woman,Health,well payed
22904,1,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed
22905,1,11 - 20 years,11 - 20 years,College degree,Man,Unidentified,bad payed
22906,4,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,very well payed
22907,2,31 - 40 years,21 - 30 years,Some college,Man,Technology & Science,very well payed
22908,2,11 - 20 years,11 - 20 years,College degree,Man,Consulting,very well payed
22910,2,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
22911,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,well payed
22912,0,11 - 20 years,11 - 20 years,Master's degree,Man,Industry,well payed
22913,1,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,bad payed
22914,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,bad payed
22915,1,8 - 10 years,5-7 years,College degree,Woman,Education,bad payed
22916,3,5-7 years,5-7 years,College degree,Prefer not to answer,Other,well payed
22917,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22918,1,11 - 20 years,8 - 10 years,Some college,Woman,Health,bad payed
22919,2,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,well payed
22920,2,8 - 10 years,8 - 10 years,Master's degree,Man,Non profit Organization,very well payed
22921,2,21 - 30 years,11 - 20 years,Some college,Man,Technology & Science,very well payed
22922,2,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
22923,3,11 - 20 years,1 year or less,College degree,Non-binary,Advertising,well payed
22924,3,11 - 20 years,5-7 years,College degree,Woman,Public & Government,well payed
22925,0,8 - 10 years,5-7 years,PhD,Woman,Education,well payed
22926,2,21 - 30 years,21 - 30 years,Some college,Man,Technology & Science,very well payed
22927,4,11 - 20 years,8 - 10 years,College degree,Woman,Public & Government,very well payed
22928,4,11 - 20 years,11 - 20 years,Some college,Woman,Public & Government,very well payed
22929,2,5-7 years,5-7 years,College degree,Man,Banking & Insurance,well payed
22931,1,2 - 4 years,2 - 4 years,College degree,Woman,Education,bad payed
22932,4,31 - 40 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed
22933,1,2 - 4 years,2 - 4 years,College degree,Man,Banking & Insurance,bad payed
22934,2,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,well payed
22935,1,11 - 20 years,2 - 4 years,College degree,Man,Consulting,bad payed
22936,0,5-7 years,5-7 years,Master's degree,Woman,Advertising,well payed
22937,3,5-7 years,5-7 years,College degree,Non-binary,Industry,well payed
22938,4,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,very well payed
22939,2,21 - 30 years,11 - 20 years,College degree,Man,Unidentified,very well payed
22940,3,8 - 10 years,2 - 4 years,College degree,Woman,Industry,well payed
22941,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22942,0,5-7 years,5-7 years,Master's degree,Prefer not to answer,Industry,well payed
22943,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22945,2,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,well payed
22946,4,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,very well payed
22947,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,well payed
22948,2,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed
22950,2,11 - 20 years,11 - 20 years,Master's degree,Man,Industry,very well payed
22951,0,11 - 20 years,5-7 years,PhD,Woman,Consulting,well payed
22953,2,5-7 years,5-7 years,College degree,Man,Unidentified,well payed
22954,3,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
22956,1,1 year or less,1 year or less,College degree,Woman,Advertising,bad payed
22957,2,31 - 40 years,21 - 30 years,College degree,Man,Technology & Science,well payed
22958,2,2 - 4 years,2 - 4 years,College degree,Man,Banking & Insurance,very well payed
22959,2,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed
22960,0,11 - 20 years,5-7 years,Master's degree,Woman,Education,well payed
22961,4,21 - 30 years,11 - 20 years,College degree,Woman,Health,very well payed
22962,2,2 - 4 years,2 - 4 years,College degree,Prefer not to answer,Banking & Insurance,very well payed
22963,3,21 - 30 years,5-7 years,College degree,Woman,Industry,well payed
22964,2,11 - 20 years,8 - 10 years,College degree,Man,Unidentified,very well payed
22965,1,5-7 years,2 - 4 years,College degree,Prefer not to answer,Education,bad payed
22966,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Advertising,very well payed
22967,0,5-7 years,5-7 years,Master's degree,Woman,Health,well payed
22968,1,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed
22969,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22970,2,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
22971,0,11 - 20 years,5-7 years,Master's degree,Woman,Health,well payed
22972,4,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
22973,0,31 - 40 years,31 - 40 years,Some college,Woman,Health,well payed
22974,4,21 - 30 years,21 - 30 years,College degree,Woman,Health,very well payed
22975,0,21 - 30 years,21 - 30 years,Master's degree,Man,Health,well payed
22976,0,31 - 40 years,11 - 20 years,Master's degree,Woman,Unidentified,well payed
22977,1,31 - 40 years,11 - 20 years,College degree,Woman,Public & Government,bad payed
22978,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
22979,0,5-7 years,5-7 years,Master's degree,Woman,Consulting,very well payed
22980,3,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,well payed
22981,0,5-7 years,5-7 years,Master's degree,Woman,Public & Government,well payed
22982,1,11 - 20 years,11 - 20 years,College degree,Woman,Other,bad payed
22983,4,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed
22984,1,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,well payed
22985,1,5-7 years,5-7 years,College degree,Woman,Education,bad payed
22987,2,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed
22988,1,11 - 20 years,8 - 10 years,College degree,Woman,Other,bad payed
22989,2,21 - 30 years,11 - 20 years,College degree,Man,Unidentified,very well payed
22990,3,11 - 20 years,8 - 10 years,College degree,Woman,Health,well payed
22991,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed
22992,2,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,Non profit Organization,very well payed
22993,0,31 - 40 years,31 - 40 years,"Professional degree (MD, JD, etc.)",Woman,Culture,well payed
22994,0,31 - 40 years,11 - 20 years,PhD,Woman,Health,well payed
22995,0,1 year or less,1 year or less,Master's degree,Man,Consulting,well payed
22996,2,21 - 30 years,21 - 30 years,College degree,Man,Banking & Insurance,very well payed
22997,3,8 - 10 years,8 - 10 years,College degree,Woman,Law,well payed
22998,2,8 - 10 years,5-7 years,Some college,Man,Technology & Science,very well payed
22999,4,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,very well payed
23000,3,21 - 30 years,21 - 30 years,College degree,Woman,Culture,well payed
23001,2,21 - 30 years,21 - 30 years,Master's degree,Man,Technology & Science,very well payed
23002,2,31 - 40 years,31 - 40 years,College degree,Man,Technology & Science,very well payed
23003,1,21 - 30 years,21 - 30 years,College degree,Man,Non profit Organization,bad payed
23004,1,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,well payed
23005,3,8 - 10 years,8 - 10 years,College degree,Woman,Unidentified,well payed
23006,2,8 - 10 years,5-7 years,College degree,Man,Technology & Science,very well payed
23007,0,31 - 40 years,11 - 20 years,Some college,Woman,Public & Government,well payed
23008,2,11 - 20 years,11 - 20 years,Master's degree,Man,Consulting,very well payed
23009,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,well payed
23010,0,21 - 30 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,well payed
23011,0,11 - 20 years,2 - 4 years,Some college,Woman,Non profit Organization,well payed
23012,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Health,very well payed
23013,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,well payed
23014,3,5-7 years,5-7 years,College degree,Non-binary,Technology & Science,well payed
23015,4,8 - 10 years,11 - 20 years,Master's degree,Woman,Technology & Science,very well payed
23016,0,11 - 20 years,5-7 years,Master's degree,Woman,Education,well payed
23017,1,5-7 years,1 year or less,College degree,Woman,Non profit Organization,bad payed
23018,2,2 - 4 years,2 - 4 years,Master's degree,Man,Consulting,very well payed
23019,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,bad payed
23020,2,11 - 20 years,5-7 years,College degree,Man,Technology & Science,very well payed
23021,4,5-7 years,2 - 4 years,College degree,Woman,Other,very well payed
23022,2,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed
23023,3,21 - 30 years,8 - 10 years,College degree,Non-binary,Health,well payed
23024,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,well payed
23025,1,5-7 years,1 year or less,College degree,Woman,Advertising,bad payed
23026,1,2 - 4 years,2 - 4 years,High School,Woman,Culture,bad payed
23028,2,11 - 20 years,11 - 20 years,High School,Man,Technology & Science,very well payed
23029,2,8 - 10 years,8 - 10 years,College degree,Man,Banking & Insurance,well payed
23030,0,8 - 10 years,5-7 years,Master's degree,Woman,Advertising,bad payed
23032,1,8 - 10 years,1 year or less,College degree,Man,Banking & Insurance,bad payed
23033,2,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,well payed
23035,0,11 - 20 years,5-7 years,Master's degree,Woman,Technology & Science,well payed
23037,4,5-7 years,5-7 years,College degree,Woman,Technology & Science,very well payed
23038,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed
23039,3,11 - 20 years,11 - 20 years,College degree,Woman,Law,well payed
23040,1,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed
23041,0,11 - 20 years,5-7 years,Master's degree,Woman,Non profit Organization,well payed
23042,2,11 - 20 years,5-7 years,College degree,Man,Banking & Insurance,very well payed
23043,2,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
