,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed,adjusted_annual_salary,harmonized_salary
18737,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,well payed,1.887422052597552,69300.0
18738,2,8 - 10 years,5-7 years,PhD,Man,Banking & Insurance,very well payed,2.381504080739425,135000.0
18739,1,11 - 20 years,11 - 20 years,Some college,Man,Education,bad payed,0.8211850090721392,31500.0
18740,3,21 - 30 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.237815178627292,113400.0
18742,1,5-7 years,5-7 years,Master's degree,Man,Banking & Insurance,well payed,1.1263870652145929,65000.0
18744,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.7700368167657887,95000.0
18745,2,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed,1.1424783090033728,71000.0
18746,0,21 - 30 years,2 - 4 years,College degree,Woman,Culture,well payed,1.7406642374730197,90000.0
18747,1,11 - 20 years,11 - 20 years,Master's degree,Man,Other,well payed,1.133502262820914,40980.24
18748,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed,1.8066070199587063,69300.0
18749,3,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Health,very well payed,5.973874256584537,321250.0
18750,0,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,very well payed,2.1723179114852864,120000.0
18752,2,11 - 20 years,2 - 4 years,Some college,Woman,Banking & Insurance,bad payed,0.8480085476687006,51200.0
18753,0,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.411520869068039,59250.0
18754,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed,3.21824875775598,175000.0
18755,1,5-7 years,5-7 years,Master's degree,Woman,Advertising,well payed,1.3138960145154228,50400.0
18757,1,5-7 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed,0.941337761643624,58500.0
18758,0,31 - 40 years,31 - 40 years,College degree,Woman,Health,well payed,1.1746607965809326,73000.0
18759,1,8 - 10 years,2 - 4 years,Master's degree,Man,Unidentified,very well payed,5.33042691061559,98750.0
18760,0,11 - 20 years,11 - 20 years,College degree,Woman,Culture,well payed,1.3355732344687314,80000.0
18761,0,11 - 20 years,8 - 10 years,High School,Woman,Other,well payed,1.890865966375737,87509.0
18762,3,31 - 40 years,31 - 40 years,College degree,Man,Technology & Science,very well payed,3.941688043546268,151200.0
18763,4,11 - 20 years,8 - 10 years,PhD,Prefer not to answer,Public & Government,very well payed,2.059679204963827,123000.0
18764,0,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.529184462070368,65190.0
18765,0,11 - 20 years,11 - 20 years,College degree,Woman,Health,well payed,1.3597101001519014,84500.0
18766,0,11 - 20 years,5-7 years,College degree,Woman,Industry,well payed,1.0861589557426432,60000.0
18767,2,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,well payed,1.1746607965809326,68000.0
18768,2,11 - 20 years,5-7 years,College degree,Woman,Banking & Insurance,bad payed,0.949383383538014,55000.0
18769,0,11 - 20 years,5-7 years,Some college,Woman,Health,bad payed,0.8544450451842126,51600.0
18770,0,1 year or less,1 year or less,College degree,Woman,Public & Government,bad payed,0.6677866172343657,41000.0
18771,3,5-7 years,5-7 years,College degree,Man,Industry,well payed,1.3194819906799515,77000.0
18773,3,31 - 40 years,2 - 4 years,College degree,Man,Technology & Science,bad payed,0.9525746105236816,36540.0
18774,0,11 - 20 years,8 - 10 years,College degree,Woman,Industry,well payed,1.451430189747947,82000.0
18776,3,21 - 30 years,8 - 10 years,College degree,Man,Advertising,well payed,1.158569552792153,72000.0
18777,0,8 - 10 years,5-7 years,College degree,Woman,Education,bad payed,0.8689271645941145,54000.0
18778,0,21 - 30 years,11 - 20 years,College degree,Woman,Health,bad payed,0.9976571149043536,62000.0
18779,3,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed,2.1723179114852864,135000.0
18780,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Health,very well payed,2.413686568316985,150000.0
18781,0,5-7 years,2 - 4 years,Some college,Woman,Technology & Science,well payed,1.037560741621306,37800.0
18782,0,8 - 10 years,2 - 4 years,Master's degree,Woman,Technology & Science,bad payed,0.5149198012409567,32000.0
18783,0,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.0137483586931335,60000.0
18784,3,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,very well payed,9.65474627326794,200000.0
18785,0,11 - 20 years,11 - 20 years,College degree,Woman,Consulting,very well payed,2.590766152086907,98750.0
18786,0,11 - 20 years,2 - 4 years,College degree,Woman,Industry,bad payed,0.7850315232865569,37100.0
18787,0,11 - 20 years,11 - 20 years,Some college,Woman,Industry,well payed,1.947040498442368,110000.0
18789,4,11 - 20 years,11 - 20 years,PhD,Woman,Non profit Organization,very well payed,2.107871164474938,88480.0
18790,0,2 - 4 years,1 year or less,College degree,Woman,Education,bad payed,0.6034216420792462,36000.0
18791,0,8 - 10 years,2 - 4 years,Master's degree,Woman,Technology & Science,bad payed,0.5149198012409567,32000.0
18792,1,11 - 20 years,8 - 10 years,Master's degree,Man,Unidentified,very well payed,2.7676939316701423,158000.0
18793,1,8 - 10 years,2 - 4 years,Master's degree,Man,Public & Government,well payed,1.2513516644782576,77766.0
18794,1,5-7 years,5-7 years,Master's degree,Woman,Consulting,very well payed,2.4135256558790967,149990.0
18795,0,2 - 4 years,2 - 4 years,College degree,Woman,Culture,bad payed,0.6865953381143578,35500.0
18796,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,well payed,1.5125769161453104,94000.0
18797,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,5.6319353260729645,250000.0
18798,0,11 - 20 years,11 - 20 years,College degree,Woman,Consulting,very well payed,2.2045003990628462,137000.0
18799,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,well payed,1.5447594037228702,82000.0
18800,1,5-7 years,2 - 4 years,Master's degree,Man,Public & Government,well payed,1.866584279498468,116000.0
18802,0,5-7 years,2 - 4 years,College degree,Woman,Industry,bad payed,0.965474627326794,60000.0
18803,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.7676939316701423,172000.0
18804,0,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,well payed,1.9229036327591975,116500.0
18805,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Education,bad payed,0.7627249555881671,47400.0
18806,3,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed,4.950572483263468,144900.0
18807,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.6067814937823437,162000.0
18808,0,21 - 30 years,8 - 10 years,College degree,Woman,Other,well payed,1.2390257717360522,74000.0
18809,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed,2.333230349373085,115000.0
18810,0,21 - 30 years,21 - 30 years,Some college,Woman,Technology & Science,well payed,1.882675523287248,112000.0
18811,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Health,well payed,1.416029453412631,77000.0
18813,2,21 - 30 years,2 - 4 years,Some college,Woman,Banking & Insurance,bad payed,0.6891396977420767,42827.0
18814,0,21 - 30 years,21 - 30 years,Some college,Woman,Technology & Science,very well payed,2.7033289565150227,145000.0
18815,1,8 - 10 years,5-7 years,Master's degree,Man,Banking & Insurance,well payed,1.930949254653588,104000.0
18817,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,very well payed,2.574599006204784,160000.0
18819,3,11 - 20 years,11 - 20 years,College degree,Man,Education,very well payed,3.0975644293401303,175000.0
18820,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.6067814937823437,162000.0
18821,0,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Non-binary,Public & Government,well payed,1.287299503102392,80000.0
18822,0,8 - 10 years,8 - 10 years,College degree,Woman,Unidentified,very well payed,2.107952936330167,125000.0
18823,1,8 - 10 years,5-7 years,Master's degree,Woman,Education,bad payed,0.6758322391287557,42000.0
18824,0,21 - 30 years,21 - 30 years,College degree,Woman,Health,well payed,1.6413068664555497,102000.0
18825,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.911639762107052,108000.0
18826,3,11 - 20 years,11 - 20 years,College degree,Man,Education,well payed,1.0298396024819134,64000.0
18827,1,5-7 years,5-7 years,Master's degree,Woman,Banking & Insurance,well payed,1.9473815929425016,56700.0
18829,0,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Prefer not to answer,Consulting,well payed,1.9224669467202016,99400.0
18830,3,8 - 10 years,8 - 10 years,Master's degree,Man,Technology & Science,well payed,1.8066070199587063,69300.0
18831,0,5-7 years,2 - 4 years,College degree,Woman,Education,bad payed,0.5018939393939394,19080.0
18832,0,21 - 30 years,11 - 20 years,College degree,Woman,Culture,well payed,1.60912437887799,100000.0
18833,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.459617414587678,190000.0
18834,3,11 - 20 years,8 - 10 years,High School,Man,Industry,bad payed,0.837608709253582,32130.0
18837,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.21824875775598,170000.0
18838,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Unidentified,well payed,1.5286681599340903,95000.0
18839,1,5-7 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,bad payed,0.949383383538014,59000.0
18841,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed,3.0573363198681807,160000.0
18842,3,2 - 4 years,2 - 4 years,High School,Man,Culture,bad payed,0.844871561304427,22260.0
18843,3,11 - 20 years,11 - 20 years,College degree,Man,Health,well payed,1.4964856723565303,78000.0
18844,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed,1.9953142298087077,120000.0
18845,3,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed,3.330887464277439,180000.0
18846,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.2068432841584924,60000.0
18847,1,21 - 30 years,11 - 20 years,Master's degree,Woman,Health,very well payed,2.413686568316985,138000.0
18848,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,well payed,1.898766767076028,106000.0
18849,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,well payed,1.890721145181638,114000.0
18850,0,1 year or less,1 year or less,College degree,Prefer not to answer,Health,bad payed,0.965474627326794,60000.0
18853,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed,1.3838469658350712,80000.0
18854,3,11 - 20 years,8 - 10 years,Some college,Man,Technology & Science,well payed,1.185682326621924,58300.0
18856,2,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,very well payed,2.043587961175047,112000.0
18859,0,8 - 10 years,5-7 years,College degree,Woman,Industry,bad payed,0.965474627326794,60000.0
18861,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,2.751602687881362,151000.0
18863,3,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,well payed,1.6259463179628355,62370.0
18864,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,bad payed,0.6963502954068992,29230.0
18865,0,5-7 years,2 - 4 years,College degree,Woman,Education,well payed,1.0783803699491723,55757.01
18866,0,11 - 20 years,11 - 20 years,College degree,Woman,Other,very well payed,2.059679204963827,123000.0
18867,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed,2.1240441801189465,132000.0
18869,0,21 - 30 years,5-7 years,College degree,Woman,Public & Government,bad payed,0.9351587240287326,58116.0
18870,0,11 - 20 years,2 - 4 years,College degree,Woman,Law,bad payed,0.8239144057372293,42600.0
18871,2,11 - 20 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed,1.0001995314229808,57158.0
18872,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Health,bad payed,0.8850184083828944,55000.0
18873,3,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,well payed,1.8066070199587063,69300.0
18875,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed,0.965474627326794,60000.0
18876,0,41 years or more,11 - 20 years,Some college,Woman,Non profit Organization,bad payed,0.5953760201848562,37000.0
18877,3,21 - 30 years,5-7 years,College degree,Man,Health,well payed,1.287299503102392,80000.0
18879,0,8 - 10 years,5-7 years,College degree,Non-binary,Education,bad payed,0.8850184083828944,55000.0
18880,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed,2.1240441801189465,132000.0
18881,1,5-7 years,5-7 years,Master's degree,Non-binary,Health,bad payed,0.9976571149043536,62000.0
18883,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.700986071419377,170000.0
18884,4,11 - 20 years,11 - 20 years,PhD,Woman,Education,very well payed,2.446636173051268,102700.0
18885,1,11 - 20 years,11 - 20 years,Master's degree,Man,Education,bad payed,0.788470945650215,49000.0
18886,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Unidentified,well payed,1.9328802039082411,120120.0
18887,0,1 year or less,1 year or less,College degree,Woman,Technology & Science,very well payed,2.6007718696397943,97170.0
18889,3,5-7 years,5-7 years,College degree,Man,Public & Government,very well payed,2.2527741304291857,135000.0
18890,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,well payed,1.4964856723565303,93000.0
18891,3,21 - 30 years,2 - 4 years,College degree,Man,Education,well payed,1.270368782161235,53325.0
18892,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed,2.0918616925413867,130000.0
18893,4,5-7 years,5-7 years,PhD,Man,Education,well payed,1.591922839267784,98931.0
18894,1,11 - 20 years,5-7 years,Master's degree,Man,Advertising,well payed,1.4418502100401511,74550.0
18895,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,well payed,1.4482119409901908,83000.0
18896,0,21 - 30 years,11 - 20 years,College degree,Woman,Other,well payed,1.399938209623851,67000.0
18898,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Technology & Science,very well payed,2.212546020957236,125000.0
18899,0,21 - 30 years,11 - 20 years,College degree,Woman,Consulting,very well payed,2.4458690558945446,140000.0
18900,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed,0.643649751551196,40000.0
18903,0,8 - 10 years,2 - 4 years,College degree,Woman,Education,bad payed,0.933292139749234,58000.0
18904,0,11 - 20 years,11 - 20 years,Some college,Woman,Other,bad payed,0.6359259545325816,39520.0
18905,1,21 - 30 years,21 - 30 years,Master's degree,Man,Education,well payed,1.2075643654591024,76320.0
18906,3,8 - 10 years,2 - 4 years,PhD,Man,Public & Government,well payed,1.930949254653588,120000.0
18907,3,21 - 30 years,21 - 30 years,Some college,Man,Technology & Science,very well payed,2.558507762416004,157000.0
18909,0,21 - 30 years,5-7 years,College degree,Prefer not to answer,Public & Government,bad payed,0.7080147267063155,44000.0
18910,2,8 - 10 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed,3.632186042193701,127800.0
18911,1,8 - 10 years,5-7 years,Master's degree,Woman,Banking & Insurance,bad payed,0.9061711401697636,32760.0
18912,0,5-7 years,5-7 years,College degree,Woman,Advertising,very well payed,2.1320898020133363,120000.0
18913,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed,2.179340575566991,88480.0
18914,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed,1.158569552792153,72000.0
18915,1,5-7 years,5-7 years,Master's degree,Woman,Health,bad payed,0.8045621894389949,50000.0
18916,0,11 - 20 years,11 - 20 years,Some college,Woman,Non profit Organization,well payed,1.898766767076028,118000.0
18917,1,11 - 20 years,11 - 20 years,Master's degree,Man,Public & Government,very well payed,2.5595578425767105,107440.0
18918,3,8 - 10 years,5-7 years,Master's degree,Man,Technology & Science,very well payed,3.459617414587678,185000.0
18919,3,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Non profit Organization,well payed,1.4482119409901908,90000.0
18920,0,8 - 10 years,8 - 10 years,College degree,Woman,Non profit Organization,very well payed,36.58647882332093,82583.0
18921,4,8 - 10 years,5-7 years,PhD,Woman,Consulting,very well payed,2.413686568316985,150000.0
18922,0,2 - 4 years,1 year or less,Some college,Woman,Culture,well payed,1.0137483586931335,60000.0
18923,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed,1.1730516722020543,72900.0
18924,2,11 - 20 years,8 - 10 years,High School,Woman,Banking & Insurance,well payed,1.279253881208002,64500.0
18925,3,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.3355732344687314,80000.0
18926,1,8 - 10 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed,0.8045621894389949,50000.0
18927,0,11 - 20 years,8 - 10 years,College degree,Woman,Advertising,well payed,1.416029453412631,80000.0
18928,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.298704976699879,185000.0
18930,3,2 - 4 years,2 - 4 years,College degree,Man,Consulting,well payed,1.5447594037228702,88000.0
18931,0,8 - 10 years,8 - 10 years,College degree,Woman,Consulting,well payed,1.045930846270693,65000.0
18932,0,11 - 20 years,5-7 years,College degree,Woman,Non profit Organization,well payed,1.094204577637033,63000.0
18933,3,11 - 20 years,5-7 years,College degree,Man,Technology & Science,bad payed,0.8045621894389949,50000.0
18934,3,11 - 20 years,5-7 years,College degree,Man,Technology & Science,well payed,1.7700368167657887,110000.0
18935,3,21 - 30 years,21 - 30 years,Some college,Man,Technology & Science,very well payed,2.413686568316985,150000.0
18936,3,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,very well payed,3.0383845335669157,116550.0
18937,3,11 - 20 years,5-7 years,Some college,Man,Technology & Science,very well payed,2.574599006204784,160000.0
18938,0,1 year or less,1 year or less,College degree,Woman,Other,well payed,1.4482119409901908,75000.0
18939,1,11 - 20 years,8 - 10 years,Master's degree,Non-binary,Non profit Organization,very well payed,2.9286063695579414,182000.0
18940,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.2343400015447594,175000.0
18941,0,8 - 10 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.9612334733601008,49700.0
18942,3,2 - 4 years,2 - 4 years,Master's degree,Man,Technology & Science,bad payed,0.965474627326794,55000.0
18943,1,5-7 years,2 - 4 years,Master's degree,Woman,Health,bad payed,0.8180144692464149,50336.0
18944,3,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed,5.657995044787498,197500.0
18945,0,5-7 years,2 - 4 years,College degree,Woman,Other,bad payed,0.8528359208053345,52000.0
18946,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,bad payed,0.933292139749234,54000.0
18948,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,very well payed,3.620529852475477,90000.0
18949,0,8 - 10 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.9612334733601008,49700.0
18950,2,21 - 30 years,21 - 30 years,College degree,Man,Banking & Insurance,well payed,1.6654437321387194,92500.0
18951,0,5-7 years,5-7 years,College degree,Woman,Advertising,well payed,1.6573981102443296,90000.0
18952,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.1263870652145929,70000.0
18953,0,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.0771861769797078,40320.0
18954,2,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed,0.7353698411472414,43700.0
18955,0,5-7 years,5-7 years,College degree,Woman,Other,well payed,1.2229345279472723,76000.0
18956,0,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.8504930357096885,100000.0
18957,0,8 - 10 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.9612334733601008,49700.0
18958,0,21 - 30 years,21 - 30 years,Some college,Woman,Consulting,well payed,1.930949254653588,120000.0
18960,3,21 - 30 years,11 - 20 years,College degree,Man,Unidentified,well payed,1.287299503102392,80000.0
18961,2,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed,0.6107440317966634,37100.0
18962,2,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,bad payed,0.9976571149043536,57000.0
18963,0,8 - 10 years,8 - 10 years,Some college,Woman,Public & Government,bad payed,0.5471022888185165,34000.0
18964,1,21 - 30 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,well payed,1.7861280605545686,100000.0
18965,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,2.070230607966457,86900.0
18966,0,5-7 years,5-7 years,Some college,Woman,Health,bad payed,0.919727210160796,35280.0
18968,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Advertising,well payed,1.7700368167657887,100000.0
18969,1,11 - 20 years,5-7 years,Master's degree,Man,Education,bad payed,0.5492263329986354,34132.0
18970,0,11 - 20 years,11 - 20 years,College degree,Woman,Consulting,well payed,1.0298396024819134,64000.0
18971,3,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed,2.574599006204784,130000.0
18972,3,11 - 20 years,8 - 10 years,College degree,Man,Education,bad payed,0.9974747474747476,41870.0
18973,0,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,4.344635822970573,200000.0
18974,1,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed,0.96064725419016,59700.0
18976,0,21 - 30 years,21 - 30 years,High School,Woman,Other,well payed,1.2390257717360522,77000.0
18977,3,11 - 20 years,11 - 20 years,College degree,Man,Unidentified,very well payed,4.105917667238422,130350.0
18978,0,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,very well payed,2.5343708967328338,107500.0
18979,0,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,well payed,1.2390257717360522,77000.0
18980,2,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,well payed,1.3275276125743416,82500.0
18983,3,11 - 20 years,11 - 20 years,College degree,Man,Unidentified,very well payed,6.380178162251229,206500.0
18984,0,5-7 years,2 - 4 years,High School,Woman,Law,bad payed,0.8211850090721392,31500.0
18985,0,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed,1.2661395175201462,78685.0
18986,0,11 - 20 years,8 - 10 years,Some college,Woman,Technology & Science,very well payed,2.390175338288546,100330.0
18987,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed,1.0781133338482531,67000.0
18989,3,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed,2.638963981359903,144000.0
18990,0,5-7 years,5-7 years,College degree,Woman,Law,bad payed,0.965474627326794,60000.0
18991,0,5-7 years,2 - 4 years,High School,Woman,Law,bad payed,0.8211850090721392,31500.0
18992,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.60912437887799,100000.0
18993,1,8 - 10 years,8 - 10 years,Master's degree,Man,Banking & Insurance,very well payed,3.014552104936165,137800.0
18994,1,5-7 years,5-7 years,Master's degree,Man,Banking & Insurance,well payed,1.930949254653588,102000.0
18995,3,8 - 10 years,2 - 4 years,Master's degree,Man,Technology & Science,very well payed,2.1401354239077266,133000.0
18996,3,11 - 20 years,11 - 20 years,Some college,Man,Unidentified,very well payed,2.836346951969801,100800.0
18997,2,11 - 20 years,11 - 20 years,High School,Woman,Banking & Insurance,well payed,1.1505239308977626,65000.0
18999,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Law,well payed,1.963131742231148,110000.0
19000,2,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed,1.7220044540562809,89015.0
19001,3,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,well payed,1.56085064751165,90000.0
19002,1,11 - 20 years,5-7 years,Master's degree,Man,Education,well payed,1.3677557220462913,85000.0
19003,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,well payed,1.9953142298087077,120000.0
19004,0,11 - 20 years,8 - 10 years,Some college,Woman,Other,well payed,1.1263870652145929,70000.0
19005,0,1 year or less,1 year or less,College degree,Woman,Advertising,bad payed,0.7723797018614351,48000.0
19006,0,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed,0.9011096521716744,51000.0
19007,3,2 - 4 years,2 - 4 years,College degree,Man,Non profit Organization,bad payed,0.8045621894389949,50000.0
19008,1,5-7 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed,0.5953760201848562,37000.0
19009,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed,2.7355114440925825,170000.0
19010,4,31 - 40 years,31 - 40 years,PhD,Woman,Education,well payed,1.930949254653588,100000.0
19011,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Advertising,very bad payed ,0.4192931824510772,26500.0
19012,0,8 - 10 years,5-7 years,College degree,Woman,Health,bad payed,0.9139826472026982,49000.0
19013,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.149659012700995,44100.0
19014,0,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,very well payed,2.360778841041999,105205.0
19015,4,2 - 4 years,2 - 4 years,PhD,Woman,Education,bad payed,0.8770255896890446,33642.0
19016,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Public & Government,well payed,1.677714884696017,70423.76000000001
19017,4,5-7 years,2 - 4 years,PhD,Woman,Education,well payed,1.271208259313612,79000.0
19018,3,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed,3.3791611956437784,180000.0
19021,0,11 - 20 years,5-7 years,College degree,Woman,Industry,well payed,1.3677557220462913,85000.0
19022,1,8 - 10 years,5-7 years,Master's degree,Man,Industry,well payed,1.5222316624185783,86000.0
19023,3,21 - 30 years,11 - 20 years,High School,Man,Technology & Science,very well payed,10.13898382319435,190800.0
19024,0,11 - 20 years,2 - 4 years,College degree,Woman,Non profit Organization,well payed,1.3017816225122938,80000.0
19025,1,5-7 years,5-7 years,Master's degree,Prefer not to answer,Other,well payed,1.2325892742205402,70000.0
19026,3,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,well payed,1.3033907468911716,81000.0
19027,0,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,well payed,1.7545016199733183,73646.96
19029,3,5-7 years,2 - 4 years,Master's degree,Man,Technology & Science,well payed,1.2068432841584924,75000.0
19030,3,5-7 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.3467434148783084,51660.0
19031,3,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed,4.28236914600551,38526.0
19032,0,21 - 30 years,21 - 30 years,Some college,Woman,Advertising,well payed,1.3677557220462913,75000.0
19033,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed,0.965474627326794,60000.0
19034,0,8 - 10 years,5-7 years,College degree,Woman,Industry,well payed,1.0781133338482531,64000.0
19035,3,8 - 10 years,8 - 10 years,Master's degree,Man,Technology & Science,very well payed,2.9366519914523312,162500.0
19036,3,8 - 10 years,5-7 years,College degree,Man,Non profit Organization,bad payed,0.925246517854844,55000.0
19037,1,8 - 10 years,8 - 10 years,Master's degree,Man,Culture,bad payed,0.5792847763960763,36000.0
19038,1,8 - 10 years,2 - 4 years,Master's degree,Man,Public & Government,well payed,1.1263870652145929,69000.0
19039,0,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.965474627326794,56000.0
19040,0,2 - 4 years,2 - 4 years,College degree,Woman,Advertising,well payed,1.110295821425813,64000.0
19041,0,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.6423700181442784,63000.0
