,harmonized_salary,how_old_are_you,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry cluster tf_idf_bigrams,category_salary,cluster
23708,99400.0,45-54,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,high,1
23709,75000.0,25-34,5-7 years,5-7 years,College degree,Man,Unidentified,medium,1
23710,127000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,high,1
23711,48000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
23712,120000.0,45-54,21 - 30 years,2 - 4 years,Master's degree,Woman,Non profit Organization,high,0
23713,107920.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Woman,Non profit Organization,high,0
23714,113500.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Technology & Science,high,1
23715,82000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Security & Defense,medium,2
23716,130000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Other,high,1
23717,35000.0,18-24,2 - 4 years,2 - 4 years,College degree,Non-binary,Culture,low,2
23718,40500.0,25-34,5-7 years,5-7 years,Some college,Woman,Health,low,0
23719,102000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Other,high,1
23720,98000.0,25-34,5-7 years,5-7 years,College degree,Man,Advertising,high,1
23721,68870.0,25-34,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,medium,0
23722,170000.0,55-64,31 - 40 years,31 - 40 years,PhD,Man,Technology & Science,high,1
23723,18000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,low,2
23724,46860.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Culture,low,2
23725,125000.0,35-44,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
23726,93600.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Culture,high,2
23727,150000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,high,1
23728,115000.0,25-34,8 - 10 years,5-7 years,Some college,Man,Technology & Science,high,1
23729,175000.0,35-44,5-7 years,5-7 years,PhD,Woman,Technology & Science,high,1
23730,80000.0,25-34,11 - 20 years,5-7 years,Master's degree,Woman,Education,medium,2
23731,108000.0,35-44,8 - 10 years,1 year or less,Master's degree,Woman,Health,high,0
23732,50880.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Technology & Science,low,2
23733,116250.0,45-54,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,high,1
23734,84000.0,25-34,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
23736,104000.0,25-34,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,high,1
23737,160000.0,45-54,21 - 30 years,11 - 20 years,Some college,Man,Health,high,1
23738,115000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Advertising,high,0
23739,31500.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Education,low,2
23740,50000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Health,low,0
23741,95760.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,high,0
23742,56000.0,25-34,5-7 years,5-7 years,College degree,Woman,Industry,low,2
23743,175000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,high,1
23744,100000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Other,high,1
23745,115000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Other,high,1
23746,50000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Education,low,2
23747,103000.0,35-44,11 - 20 years,5-7 years,Some college,Woman,Unidentified,high,0
23748,96000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Advertising,high,0
23749,88200.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Consulting,medium,1
23750,54895.0,25-34,11 - 20 years,5-7 years,Master's degree,Woman,Education,low,2
23751,52438.0,35-44,11 - 20 years,21 - 30 years,High School,Woman,Unidentified,low,2
23752,33050.5,25-34,5-7 years,5-7 years,College degree,Woman,Education,low,2
23753,37800.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Culture,low,2
23754,13000.0,65 or over,21 - 30 years,21 - 30 years,College degree,Woman,Other,low,2
23755,60000.0,18-24,2 - 4 years,2 - 4 years,College degree,Man,Unidentified,low,2
23756,95000.0,45-54,21 - 30 years,11 - 20 years,PhD,Woman,Education,high,2
23757,205290.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,high,1
23758,101000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
23759,35000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Education,low,2
23760,56000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Education,low,2
23761,115000.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,high,1
23762,62000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,medium,0
23763,16800.0,18-24,5-7 years,5-7 years,College degree,Woman,Education,low,2
23764,120000.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,high,1
23765,90000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Law,medium,0
23766,52000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Advertising,low,2
23767,92000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Human Ressources,medium,0
23768,79600.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,medium,2
23769,85000.0,25-34,5-7 years,5-7 years,College degree,Woman,Health,medium,0
23770,50000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Law,low,0
23771,110000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Other,high,1
23772,64260.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,medium,0
23773,37800.0,25-34,8 - 10 years,5-7 years,Some college,Woman,Advertising,low,2
23774,115000.0,35-44,21 - 30 years,2 - 4 years,Master's degree,Woman,Consulting,high,0
23775,51350.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,low,2
23776,40040.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,low,2
23777,95000.0,25-34,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,high,1
23778,70000.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Culture,medium,2
23779,41600.0,25-34,8 - 10 years,5-7 years,College degree,Non-binary,Technology & Science,low,2
23780,80000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
23781,65000.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Health,medium,0
23782,75000.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Technology & Science,medium,1
23783,57000.0,18-24,2 - 4 years,1 year or less,College degree,Woman,Industry,low,2
23784,172000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Culture,high,2
23785,50000.0,25-34,2 - 4 years,2 - 4 years,College degree,Man,Culture,low,2
23786,47400.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,low,2
23787,66150.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Technology & Science,medium,1
23788,105000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Advertising,high,0
23789,77000.0,25-34,5-7 years,8 - 10 years,College degree,Woman,Health,medium,0
23790,18000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Advertising,low,2
23791,134300.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,high,1
23792,120000.0,45-54,11 - 20 years,8 - 10 years,Master's degree,Man,Technology & Science,high,1
23793,31800.0,25-34,2 - 4 years,2 - 4 years,Some college,Woman,Industry,low,2
23794,55000.0,25-34,5-7 years,5-7 years,College degree,Woman,Education,low,2
23795,160000.0,25-34,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
23796,25000.0,35-44,11 - 20 years,11 - 20 years,High School,Woman,Health,low,0
23797,29574.0,25-34,5-7 years,5-7 years,College degree,Man,Public & Government,low,0
23798,70000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Culture,medium,2
23799,63000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,medium,0
23800,50000.0,25-34,8 - 10 years,1 year or less,Master's degree,Woman,Other,low,2
23801,240000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Man,Technology & Science,high,1
23802,102700.0,35-44,8 - 10 years,5-7 years,Master's degree,Woman,Technology & Science,high,1
23803,97520.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,high,1
23804,62000.0,55-64,31 - 40 years,21 - 30 years,Master's degree,Woman,Retail,medium,2
23805,50000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Advertising,low,2
23806,76000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Industry,medium,0
23807,149630.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
23808,80000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Construction,medium,2
23809,180000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,high,1
23810,72500.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Man,Education,medium,2
23811,30000.0,35-44,21 - 30 years,11 - 20 years,Some college,Woman,Retail,low,2
23812,127500.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Man,Industry,high,1
23813,60000.0,25-34,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,low,1
23814,56000.0,25-34,5-7 years,2 - 4 years,Master's degree,Man,Education,low,2
23815,135000.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Health,high,0
23816,55000.0,25-34,11 - 20 years,2 - 4 years,College degree,Woman,Human Ressources,low,0
23817,137000.0,25-34,5-7 years,5-7 years,College degree,Woman,Technology & Science,high,1
23818,64000.0,25-34,5-7 years,2 - 4 years,College degree,Man,Culture,medium,2
23819,120000.0,45-54,21 - 30 years,5-7 years,College degree,Woman,Technology & Science,high,1
23820,54000.0,55-64,31 - 40 years,21 - 30 years,College degree,Woman,Technology & Science,low,2
23821,38000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Health,low,0
23822,115000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,high,0
23823,97000.0,35-44,11 - 20 years,8 - 10 years,PhD,Woman,Education,high,2
23824,129800.0,35-44,11 - 20 years,11 - 20 years,College degree,Prefer not to answer,Non profit Organization,high,0
23825,44000.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,low,2
23826,70000.0,35-44,8 - 10 years,2 - 4 years,College degree,Woman,Industry,medium,0
23827,49939.0,25-34,8 - 10 years,5-7 years,College degree,Non-binary,Non profit Organization,low,2
23828,77500.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,medium,1
23829,71000.0,45-54,8 - 10 years,8 - 10 years,College degree,Woman,Health,medium,0
23830,63500.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,medium,0
23831,76700.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Other,medium,2
23832,85000.0,25-34,5-7 years,5-7 years,College degree,Prefer not to answer,Industry,medium,0
23833,100000.0,55-64,31 - 40 years,21 - 30 years,College degree,Woman,Education,high,2
23834,45000.0,25-34,8 - 10 years,1 year or less,High School,Woman,Unidentified,low,2
23835,40000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Education,low,2
23836,87000.0,18-24,2 - 4 years,2 - 4 years,College degree,Non-binary,Industry,medium,2
23837,58000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,low,2
23838,82000.0,18-24,1 year or less,1 year or less,College degree,Woman,Health,medium,0
23839,45000.0,45-54,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
23840,56000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Unidentified,low,2
23841,59000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Education,low,2
23842,106000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Non profit Organization,high,0
23843,100000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Technology & Science,high,1
23844,71000.0,35-44,8 - 10 years,5-7 years,College degree,Woman,Education,medium,2
23845,54000.0,18-24,1 year or less,1 year or less,College degree,Woman,Consulting,low,0
23846,151000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,high,1
23847,43000.0,45-54,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
23848,77000.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,medium,0
23849,125500.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
23850,100000.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Human Ressources,high,0
23851,60000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,low,2
23852,73000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Public & Government,medium,0
23853,47880.0,25-34,5-7 years,5-7 years,High School,Woman,Banking & Insurance,low,2
23854,125000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
23855,85000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Advertising,medium,0
23856,73000.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,medium,0
23857,107100.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,high,1
23858,80000.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Advertising,medium,0
23859,39500.0,25-34,11 - 20 years,11 - 20 years,Some college,Woman,Other,low,2
23860,36000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Law,low,0
23861,58750.0,25-34,2 - 4 years,1 year or less,College degree,Woman,Technology & Science,low,2
23862,58750.0,25-34,2 - 4 years,1 year or less,College degree,Woman,Technology & Science,low,2
23863,67300.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Human Ressources,medium,0
23864,110000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,high,0
23865,111445.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,high,0
23866,107000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,high,1
23867,160000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,high,1
23868,88200.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Retail,medium,2
23869,55440.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Public & Government,low,0
23870,98800.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,high,0
23871,87000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,medium,2
23872,46000.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Education,low,2
23873,40000.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Health,low,2
23874,70000.0,25-34,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Health,medium,0
23875,47184.0,25-34,5-7 years,5-7 years,College degree,Man,Public & Government,low,0
23876,54505.2,25-34,5-7 years,5-7 years,Master's degree,Woman,Technology & Science,low,2
23877,156500.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,high,1
23878,132000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,high,0
23879,67150.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Health,medium,0
23880,52000.0,35-44,21 - 30 years,2 - 4 years,High School,Woman,Public & Government,low,0
23881,57000.0,25-34,1 year or less,1 year or less,College degree,Woman,Industry,low,2
23882,190000.0,45-54,21 - 30 years,21 - 30 years,Some college,Man,Technology & Science,high,1
23883,150000.0,25-34,5-7 years,5-7 years,College degree,Prefer not to answer,Human Ressources,high,0
23884,92430.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Human Ressources,medium,0
23885,154000.0,35-44,11 - 20 years,8 - 10 years,PhD,Man,Industry,high,1
23886,37800.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Health,low,0
23887,48500.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Education,low,2
23888,43450.0,45-54,21 - 30 years,21 - 30 years,College degree,Woman,Non profit Organization,low,2
23889,40000.0,45-54,21 - 30 years,8 - 10 years,Some college,Woman,Banking & Insurance,low,2
23890,80000.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Health,medium,0
23891,185000.0,35-44,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,high,1
23892,68000.0,45-54,31 - 40 years,21 - 30 years,High School,Woman,Law,medium,0
23893,44000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,low,2
23894,106000.0,35-44,11 - 20 years,1 year or less,Some college,Woman,Technology & Science,high,1
23895,150000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Unidentified,high,0
23896,104000.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Industry,high,1
23897,102000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,high,1
23898,80000.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,medium,0
23899,60000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
23900,65000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
23901,36000.0,18-24,1 year or less,1 year or less,College degree,Non-binary,Banking & Insurance,low,2
23902,54600.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Health,low,0
23903,130000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,high,1
23904,77250.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Agriculture & Food,medium,2
23905,99000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Unidentified,high,0
23906,68000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,medium,2
23907,48000.0,25-34,8 - 10 years,8 - 10 years,High School,Non-binary,Education,low,2
23908,51000.0,25-34,5-7 years,1 year or less,College degree,Woman,Education,low,2
23909,90000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Social,medium,2
23910,110000.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Consulting,high,0
23911,72100.0,25-34,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,medium,1
23912,70000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Culture,medium,2
23913,57500.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,low,2
23914,110000.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Consulting,high,0
23915,82000.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
23916,173000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,high,1
23917,72000.0,18-24,2 - 4 years,1 year or less,College degree,Woman,Technology & Science,medium,1
23918,121000.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,high,1
23919,78100.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Industry,medium,0
23920,86110.0,35-44,5-7 years,2 - 4 years,PhD,Man,Industry,medium,1
23921,67000.0,25-34,2 - 4 years,1 year or less,Master's degree,Man,Industry,medium,1
23922,62000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Unidentified,medium,0
23923,120000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Health,high,0
23924,137000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,high,1
23925,53206.0,45-54,21 - 30 years,11 - 20 years,Some college,Woman,Health,low,0
23926,53000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,low,2
23927,85000.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Technology & Science,medium,1
23928,76630.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
23929,96000.0,25-34,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Health,high,0
23930,72000.0,45-54,11 - 20 years,5-7 years,College degree,Woman,Advertising,medium,0
23931,225000.0,35-44,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
23932,88000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,medium,0
23933,135000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,high,1
23934,47000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Industry,low,2
23935,103490.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,high,1
23936,68000.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,medium,0
23937,77500.0,18-24,2 - 4 years,1 year or less,College degree,Woman,Consulting,medium,0
23938,81000.0,25-34,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
23939,72633.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Health,medium,0
23940,235000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,high,1
23941,92000.0,35-44,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Non profit Organization,medium,0
23942,27030.0,35-44,11 - 20 years,11 - 20 years,High School,Man,Technology & Science,low,1
23943,52000.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Banking & Insurance,low,2
23944,59000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,low,0
23945,133560.0,35-44,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,high,1
23946,130000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Health,high,0
23947,82000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Man,Technology & Science,medium,1
23948,63600.0,25-34,2 - 4 years,2 - 4 years,PhD,Non-binary,Technology & Science,medium,2
23949,75000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Banking & Insurance,medium,0
23950,140000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Consulting,high,0
23951,87000.0,25-34,5-7 years,5-7 years,College degree,Woman,Technology & Science,medium,1
23952,150000.0,45-54,31 - 40 years,21 - 30 years,Master's degree,Woman,Health,high,0
23953,59000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,low,2
23954,60000.0,25-34,5-7 years,2 - 4 years,Master's degree,Man,Public & Government,low,0
23955,95000.0,45-54,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Health,high,0
23956,27090.0,25-34,5-7 years,5-7 years,College degree,Woman,Consulting,low,0
23957,66780.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Banking & Insurance,medium,0
23958,18000.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Education,low,2
23959,73000.0,25-34,5-7 years,5-7 years,College degree,Woman,Unidentified,medium,0
23960,92610.0,55-64,11 - 20 years,5-7 years,PhD,Woman,Unidentified,medium,0
23961,83000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Consulting,medium,0
23962,170000.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,high,1
23963,124500.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,high,1
23964,60000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,low,2
23965,74000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Industry,medium,0
23966,117000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,high,0
23967,59000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,low,2
23968,91500.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,medium,1
23969,56000.0,35-44,8 - 10 years,5-7 years,Some college,Woman,Agriculture & Food,low,2
23970,108150.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Construction,high,2
23971,23758.56,25-34,5-7 years,5-7 years,Master's degree,Man,Non profit Organization,low,2
23972,62000.0,35-44,11 - 20 years,8 - 10 years,PhD,Prefer not to answer,Education,medium,2
23973,190000.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,high,1
23974,62250.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,medium,0
23975,48000.0,25-34,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,low,2
23976,60000.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Education,low,2
23977,90000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
23978,30000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
23979,47733.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,low,0
23980,100000.0,18-24,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,high,1
23981,118000.0,25-34,5-7 years,5-7 years,College degree,Woman,Other,high,1
23982,65000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Advertising,medium,0
23983,36500.0,25-34,2 - 4 years,2 - 4 years,College degree,Non-binary,Non profit Organization,low,2
23984,70000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Non profit Organization,medium,0
23985,110000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Other,high,1
23986,54650.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,low,2
23987,111000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Industry,high,1
23988,79000.0,25-34,5-7 years,5-7 years,College degree,Woman,Education,medium,2
23989,100000.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,high,1
23990,60000.0,35-44,11 - 20 years,5-7 years,Some college,Woman,Banking & Insurance,low,2
23991,57000.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Health,low,0
23992,46000.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Education,low,2
23993,58425.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Industry,low,1
23994,43000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
23995,42889.0,35-44,11 - 20 years,8 - 10 years,Some college,Woman,Banking & Insurance,low,2
23996,137200.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Banking & Insurance,high,1
23997,45760.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,low,2
23998,180000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,high,1
23999,108000.0,35-44,8 - 10 years,8 - 10 years,PhD,Woman,Health,high,0
24000,130000.0,25-34,11 - 20 years,5-7 years,Master's degree,Woman,Non profit Organization,high,0
24001,27650.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Unidentified,low,2
24002,105000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Unidentified,high,0
24003,63000.0,45-54,21 - 30 years,21 - 30 years,College degree,Woman,Culture,medium,2
24004,60200.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Banking & Insurance,medium,0
24005,201000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,high,1
24006,48000.0,25-34,5-7 years,5-7 years,College degree,Woman,Unidentified,low,2
24007,126614.0,25-34,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
24008,57000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,low,2
24009,40000.0,25-34,8 - 10 years,2 - 4 years,Some college,Woman,Industry,low,2
24010,96000.0,45-54,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
24011,39500.0,55-64,31 - 40 years,8 - 10 years,Some college,Woman,Health,low,0
